locus_tag	gene_name	description	type	logFC	logCPM	PValue	FDR	m_log10FDR
EKN05_024000	ospF	type III secretion system effector phosphothreonine lyase	CDS	5.57635096597566	8.90928299533322	4.70562858852963e-12	2.36961621393165e-10	9.62532198718337
EKN05_024060	pWR501_0001	IS3 family transposase	pseudo	3.81046177680111	6.3390074049972	5.03870976892983e-12	2.47994959011816e-10	9.60555714697863
EKN05_023985	orf13	hypothetical protein	CDS	3.90372013040076	7.52161771138178	5.62035716498593e-12	2.73120900713683e-10	9.56364506398587
EKN05_024660	spa13	surface presentation of antigens protein SpaM	CDS	4.44368953702153	6.13773066125012	5.97873343455918e-12	2.86904470690909e-10	9.54226268430449
EKN05_024655	spa32	surface presentation of antigens protein SpaN	CDS	4.8976183191949	7.37828311198219	6.83751680545674e-12	3.24064531063561e-10	9.48936849999626
EKN05_023720	pWR501_0065	hypothetical protein	CDS	4.26488190092014	6.9560461495697	1.10972612298667e-11	4.67251769096554e-10	9.33044904563149
EKN05_024720	mxiI	protein MxiI	CDS	4.82960969037014	6.47530001074076	1.11981212646193e-11	4.67251769096554e-10	9.33044904563149
EKN05_024825	EKN05_024825	IS3 family transposase	pseudo	3.66225822760594	6.1004225825268	1.12586185984438e-11	4.67251769096554e-10	9.33044904563149
EKN05_024785	ipaD	type III secretion system needle tip complex protein IpaD	CDS	4.71801762377127	8.98418948100714	1.38063742859272e-11	5.52111155038276e-10	9.25797347814038
EKN05_024620	pWR501_0168	IS3-like element ISSfl11 family transposase	pseudo	3.38935202065148	8.06583915446191	1.39813084827228e-11	5.53342714073945e-10	9.25700580408439
EKN05_024565	pWR501_0178	IS110 family transposase	pseudo	2.82065617103434	6.66067877401094	1.65540529525177e-11	6.23049110634464e-10	9.20547771957367
EKN05_023935	pWR501_0028	IS256 family transposase	pseudo	4.21794354562856	7.670512761	1.85029701127719e-11	6.76503831075536e-10	9.1697297396277
EKN05_024700	mxiL	Mxi-Spa secretion machinery protein MxiL	CDS	5.39165552512699	5.82490206584646	2.17435665441394e-11	7.65812403329827e-10	9.11587760396629
EKN05_024835	EKN05_024835	hypothetical protein	CDS	4.1928632675078	7.96661867992652	2.22600784238087e-11	7.76876736990925e-10	9.10964788298969
EKN05_024780	ipaC	IpaC/SipC family type III secretion system effector	CDS	4.80486459217695	10.2749702150751	2.90262319703798e-11	9.77471092406034e-10	9.00989607750671
EKN05_024710	mxiK	type III secretion apparatus protein OrgA/MxiK	CDS	5.15662371542997	6.89605581456567	3.0560002401282e-11	1.0113780105045e-09	8.99508649308075
EKN05_024755	icsB	Virulence protein IcsB	CDS	5.36220835526445	8.24838661115182	3.61945563760329e-11	1.18761454638966e-09	8.92532449162662
EKN05_024010	pWR501_0011	helicase	CDS	3.01865357332195	4.4542027032437	3.75072277015064e-11	1.22025633174647e-09	8.91354893016977
EKN05_024580	pWR501_0176	hypothetical protein	CDS	2.7048511389615	7.39207027395387	4.38085190918132e-11	1.40150753994559e-09	8.85340456144422
EKN05_024670	spa15	surface presentation of antigens protein SpaK	CDS	4.45738257506133	6.90527711120685	4.98478293424063e-11	1.55551725423956e-09	8.80812516721072
EKN05_023705	insB	IS1 family transposase	pseudo	3.72164727933395	3.93340840968177	5.74789242802314e-11	1.71055496365743e-09	8.76686296647768
EKN05_023900	EKN05_023900	transposase domain-containing protein	pseudo	2.77892502647588	9.72632748745391	7.15488466379409e-11	2.00553118354279e-09	8.69777058088489
EKN05_024730	mxiG	protein MxiG	CDS	4.27415114266835	8.33618798915663	8.26839704226992e-11	2.25123235782087e-09	8.64757967758432
EKN05_024050	EKN05_024050	DUF3440 domain-containing protein	pseudo	4.00884240358009	4.06291458173167	1.30408379869782e-10	3.31548192264963e-09	8.47945333569494
EKN05_024790	ipaA	invasin IpaA	CDS	3.76126302325129	9.84278827909571	1.38146364987142e-10	3.48910457358972e-09	8.4572860139132
EKN05_024695	mxiM	AraC family transcriptional activator MxiE	CDS	5.60846774683469	6.79829824274564	2.05263569655694e-10	4.95601788621515e-09	8.30486713492904
EKN05_024685	mxiD	EscC/YscC/HrcC family type III secretion system outer membrane ring protein	CDS	3.29209698134141	9.8311590256204	2.27561057407251e-10	5.42612980985365e-09	8.26550982077922
EKN05_023920	EKN05_023920	hypothetical protein	CDS	3.92256515717755	7.13367247196081	2.3107577453316e-10	5.44801848972078e-09	8.26376142716537
EKN05_024665	spa47	FliI/YscN family ATPase	CDS	4.66200100689864	8.38314346897179	2.64789356291557e-10	6.15525394130254e-09	8.21075402509961
EKN05_024840	ospC3	hypothetical protein	CDS	3.52304986732909	8.13631051387284	2.83117036066278e-10	6.43127989028663e-09	8.19170258944352
EKN05_024115	ipaH1.4	E3 ubiquitin--protein ligase	CDS	2.35425953152127	5.20333934152365	3.10596754689174e-10	7.01400553677493e-09	8.15403389562733
EKN05_024585	pWR501_0174	IS3 family transposase	pseudo	2.77920806855194	7.7408112163936	3.42624803876471e-10	7.55940587403316e-09	8.12151233621418
EKN05_024760	ipgA	chaperone protein IpgA	CDS	4.90933744219876	6.64666164545003	4.63008638743205e-10	9.8203876471556e-09	8.0078713686593
EKN05_024740	ipgE	type III secretion system chaperone	CDS	3.67132545742971	6.38853186050297	6.70788360938667e-10	1.38449275142126e-08	7.85870931368221
EKN05_023710	ospC2	hypothetical protein	CDS	2.94014276199616	8.95537215203723	6.79809875561578e-10	1.39560968571171e-08	7.8552360251536
EKN05_023945	pWR501_0025	IS66 family transposase	pseudo	2.1080025079188	8.27627823157246	1.2580285759494e-09	2.35588863564377e-08	7.62784524277649
EKN05_024505	virA	cysteine protease	CDS	3.1205143571317	8.66847965483801	1.2853706979156e-09	2.38383483540965e-08	7.6227238380908
EKN05_024035	pWR501_0005	hypothetical protein	CDS	2.43358783259522	6.95463121954952	1.37755259795893e-09	2.48282836787058e-08	7.60505330117158
EKN05_023990	EKN05_023990	IS1 family transposase	pseudo	3.0413041439503	7.65087704587205	1.43222972913116e-09	2.56576162806469e-08	7.5907836941906
EKN05_024765	ipgB1	protein IpgB	CDS	3.62567863061368	8.26564152449216	1.66600048136722e-09	2.92044559267979e-08	7.53455088016869
EKN05_024030	ospC	OspC family protein	pseudo	3.88726528526272	5.32490534871626	1.89175947501715e-09	3.2277620553737e-08	7.4910984881529
EKN05_024085	pWR501_0290	T3SS effector protein NleE	pseudo	2.67629797079927	10.1923728720848	4.06373946946361e-09	6.19075231082175e-08	7.20825657156378
EKN05_024725	mxiH	type III secretion system needle complex protein	CDS	4.22180667251192	6.11144130357431	4.59088621216604e-09	6.83116750717265e-08	7.16550506519237
EKN05_024705	mxiN	Putative membrane protein	CDS	5.12863236099197	7.61136586028235	6.34695095868695e-09	9.09177042179074e-08	7.04135153927002
EKN05_024735	ipgF	protein IpgF	CDS	4.27749100760183	6.60984542759507	1.77898041468435e-08	2.27650193732441e-07	6.64273197576697
EKN05_024560	EKN05_024560	ISL3 family transposase	pseudo	2.28201064265897	3.87929383889421	2.0708460236361e-08	2.58956934356318e-07	6.58677245494011
EKN05_024475	EKN05_024475	transposase domain-containing protein	pseudo	1.73072061147904	5.7065985792794	2.50879315117577e-08	3.05754187535358e-07	6.51462758625882
EKN05_024090	EKN05_024090	IS3 family transposase	CDS	2.14160857696815	4.88857552889757	3.05135815410622e-08	3.6606762355043e-07	6.43643868011922
EKN05_024480	EKN05_024480	hypothetical protein	pseudo	1.52266037438921	5.52653332952271	3.41696781977169e-08	4.07383213046693e-07	6.38999687084738
EKN05_023890	EKN05_023890	IS1 family transposase	pseudo	1.5417031496557	6.83576256186705	3.58807966901925e-08	4.25143143498916e-07	6.37146482062035
EKN05_024020	pWR501_0008	IS66 family transposase	pseudo	1.33543280729252	7.86237977983468	4.61061943895866e-08	5.36368728065524e-07	6.2705365507766
EKN05_023910	EKN05_023910	plasmid pRiA4b ORF-3 family protein	pseudo	2.24803526107807	6.6239415937407	6.07225625390677e-08	6.83618526649505e-07	6.16518617603816
EKN05_023685	sepA	serine protease autotransporter toxin SepA	CDS	1.56412248320451	11.8774910039446	6.67472836079395e-08	7.34220119687334e-07	6.134173718784
EKN05_024110	ospE1	hypothetical protein	CDS	2.77472361685033	5.1211506085562	7.02737236001508e-08	7.68606338749227e-07	6.1142960382005
EKN05_024025	EKN05_024025	hypothetical protein	pseudo	3.94033449231662	2.60097529058182	8.6449001099389e-08	9.27032724079761e-07	6.03290493507187
EKN05_024485	ushA	bifunctional UDP-sugar hydrolase/5'-nucleotidase	CDS	1.41489161031504	7.8809373875294	8.78266360154649e-08	9.39182327753119e-07	6.02725008797839
EKN05_024530	EKN05_024530	transposase	pseudo	1.79078544475817	4.63061022591014	1.16094025988956e-07	1.18533235577554e-06	5.9261598605892
EKN05_023790	pWR501_0050	transposase	CDS	1.8396593621712	4.17602892272192	4.85278282886047e-07	4.13996295111008e-06	5.38300354540095
EKN05_024470	ltrA	group II intron reverse transcriptase/maturase	pseudo	1.32367037545855	7.93773359908734	6.51831381878584e-07	5.3699156116564e-06	5.27003253919429
EKN05_023780	pWR501_0052	IS3 family transposase	pseudo	1.07619621005959	7.36780969430701	7.71998774973223e-07	6.16154531626238e-06	5.21031035306938
EKN05_024055	EKN05_024055	hypothetical protein	pseudo	2.03662659696184	3.79784149422001	8.28987071664502e-07	6.55851308135063e-06	5.18319461089278
EKN05_023950	EKN05_023950	IS66 family insertion sequence hypothetical protein	CDS	2.95171865341015	3.191379866077	9.56798534275769e-07	7.37580235559172e-06	5.13219072929525
EKN05_023905	ipgB2	hypothetical protein	CDS	1.34175928312572	10.4951020852201	1.16884378693128e-06	8.74696159459883e-06	5.05814278033303
EKN05_024285	EKN05_024285	IS3 family transposase	pseudo	1.04799126906086	5.08813093326957	1.22746489847059e-06	9.13224369230346e-06	5.03942250795594
EKN05_024015	EKN05_024015	IS3 family transposase	pseudo	1.30450865022374	4.53121549053301	1.82096739156107e-06	1.28034685278442e-05	4.89267236172371
EKN05_024745	ipgD	type III secretion system effector inositol phosphate phosphatase	CDS	2.64317304677552	8.07702500063129	1.97126179005257e-06	1.36354486702916e-05	4.86533056715939
EKN05_023635	ipaH4.5	T3SS effector E3 ubiquitin-protein ligase IpaH4.5	CDS	1.09057774989477	6.8510364744315	2.26017649998561e-06	1.5303029247698e-05	4.81522259170918
EKN05_023830	ltrA	group II intron reverse transcriptase/maturase	CDS	0.758676667480667	7.23541570304656	3.89702519594304e-06	2.43263084995534e-05	4.61392378995574
EKN05_024820	pWR501_0127	IS4 family transposase	pseudo	0.869011263440933	6.26355202700465	5.66704830386849e-06	3.37299200597692e-05	4.47198468809162
EKN05_023765	EKN05_023765	IS110-like element ISSfl4 family transposase	CDS	1.57586726643977	4.33005136682996	5.6806362559925e-06	3.37584560166489e-05	4.47161742456959
EKN05_024525	pWR501_0186	reverse transcriptase	CDS	2.04912288499081	4.684376685986	5.85788359088735e-06	3.46508707325371e-05	4.46028584764425
EKN05_023770	EKN05_023770	IS1 family transposase	pseudo	0.939510327680868	7.36807358385875	8.44785405086043e-06	4.71385344494959e-05	4.32662392394133
EKN05_024095	EKN05_024095	IS3 family transposase	pseudo	1.50807451923925	3.68245974082357	8.48984444508979e-06	4.73040824741651e-05	4.32510137682048
EKN05_023715	EKN05_023715	hypothetical protein	CDS	4.11481073354584	3.44381957979687	8.58654175326822e-06	4.77043904353064e-05	4.32144164917621
EKN05_023845	parB	ParB/RepB/Spo0J family partition protein	CDS	-1.38160725466038	8.34831949883108	9.10663310178057e-06	4.99433778253366e-05	4.30152208831035
EKN05_024495	pWR501_0193	hypothetical protein	pseudo	1.76077276095647	4.63866248623232	1.18006985969762e-05	6.31839357235586e-05	4.19939332541112
EKN05_024570	pWR501_0177	hypothetical protein	CDS	2.80250998683992	8.78484776494733	1.27057515920439e-05	6.77463616136898e-05	4.16911402404807
EKN05_024265	EKN05_024265	integrase	CDS	0.980032428603188	7.10721581494788	1.27852519444186e-05	6.80757034876882e-05	4.16700786200794
EKN05_024270	pWR501_0249	hypothetical protein	CDS	0.711987480993054	11.2546996266158	1.47783274890057e-05	7.72942768805082e-05	4.11185266146628
EKN05_024510	tnpC	IS3 family transposase	pseudo	0.899594834506835	9.15301935518024	1.75699761135213e-05	9.00549242988095e-05	4.04549253451209
EKN05_024515	pWR501_0188	IS3 family transposase	pseudo	1.55586001296655	6.93060797283832	1.82894945381887e-05	9.33688424629073e-05	4.02979802531104
EKN05_024150	EKN05_024150	replication protein RepA	CDS	1.69101906873844	8.88756375696233	1.90063699077827e-05	9.66429855310965e-05	4.01482966212885
EKN05_024275	pWR501_0248	IS3 family transposase	pseudo	0.963320929747781	7.01549577500418	2.46465086804537e-05	0.000121460778978513	3.91556393789331
EKN05_024160	yihA	DUF2726 domain-containing protein	CDS	1.25795116663814	6.10954217930493	3.61352711736692e-05	0.000166935386324568	3.77745159347926
EKN05_024370	tnpG	IS3 family transposase	CDS	0.7037745250182	8.04855979303797	3.77279155513013e-05	0.000172425556906483	3.76339836263627
EKN05_024280	pWR501_0247	IS66 family insertion sequence element accessory protein TnpB	pseudo	0.857303169422756	7.29230074808624	5.7654633494844e-05	0.000250948002252501	3.60041625730079
EKN05_024810	pWR501_0129	IS21 family transposase	CDS	0.846717286868564	5.07135203191244	6.29341192399157e-05	0.000271550402028463	3.56614954990095
EKN05_024155	copB	replication regulatory protein RepA	CDS	0.625358071520703	9.63975570898698	7.09389100330233e-05	0.000300922072504725	3.52154595577792
EKN05_023695	pWR501_0072	transposase	CDS	0.66331942032524	6.59452649712134	9.28855129884688e-05	0.000377341253293896	3.42326571242817
EKN05_023615	pWR501_0090	transposase	pseudo	0.727903942351309	5.47741521397136	0.000103366772357807	0.000414222378999603	3.38276644138296
EKN05_024100	EKN05_024100	IS3 family transposase	pseudo	1.34525141234711	3.83647549659034	0.000138105148588446	0.000528073371943272	3.27730573122323
EKN05_024440	stbB	plasmid stabilization protein	CDS	-0.875547557541343	6.22751622308907	0.000148228184240827	0.0005595358891844	3.25217205216536
EKN05_024215	EKN05_024215	conjugative relaxase	CDS	1.05960969329856	4.86249758254475	0.000173162986121526	0.000643536015218335	3.1914271429742
EKN05_023785	virF	AraC family invasion system transcriptional regulator VirF	CDS	0.939237332629331	8.60754714735318	0.000207911090627697	0.000750914824500693	3.12440932178039
EKN05_023760	ipaH2.5	E3 ubiquitin--protein ligase	CDS	2.06320175302578	3.14234225727049	0.000258366278944493	0.000908304161966948	3.04176869581367
EKN05_024120	EKN05_024120	IS256 family transposase	pseudo	0.829494118374764	5.21249599550453	0.000258854612358037	0.000909188341118485	3.04134614204118
EKN05_024135	EKN05_024135	replication protein RepA4	pseudo	1.14782027056642	4.50778254719267	0.000313775502036943	0.0010745621340944	2.96876846736271
EKN05_023955	pWR501_0023	transposase	pseudo	1.18009982508773	3.37204897110428	0.000316755559095382	0.0010828357892851	2.96543739860511
EKN05_024500	icsA	autotransporter outer membrane beta-barrel domain-containing protein	CDS	1.93537868101235	7.62258636074714	0.000345148355660415	0.00116536898626239	2.93353654388645
EKN05_023825	EKN05_023825	hypothetical protein	CDS	0.682920691561898	5.29771219484932	0.000394052932509669	0.00130298812050355	2.88505954378341
EKN05_024240	pWR501_0254	IS630 family transposase	CDS	0.696896824346447	4.90438373000259	0.000513498422288095	0.00162382244082701	2.78946146104614
EKN05_023860	pWR501_0037	IS1 family transposase	pseudo	0.984897705336581	4.75844751034945	0.000517061609425922	0.00163201217263689	2.78727660631174
EKN05_023745	pWR501_0062	GNAT family N-acetyltransferase	CDS	0.518298558508999	6.72625364361737	0.000558362439606815	0.00174944349479029	2.7571000802157
EKN05_023850	parA	ParA family protein	CDS	-0.868887411070004	7.08785964711774	0.000839233773347766	0.00249753368673029	2.60248864529921
EKN05_024140	repA	incFII family plasmid replication initiator RepA	CDS	0.646822082624976	8.67148352105901	0.00126223998644728	0.00353703599121979	2.45136052098575
EKN05_024490	EKN05_024490	IS3 family transposase	pseudo	0.635709400947983	6.53438678947874	0.00126434017451465	0.00354033692922083	2.4509554047713
EKN05_024450	EKN05_024450	IS5-like element ISSfl7 family transposase	CDS	0.561419397059487	8.19714025747332	0.0012865627288101	0.00358686587937689	2.44528486222437
EKN05_024540	EKN05_024540	IS91 family transposase	pseudo	0.949509748732517	4.23490401045816	0.00140578880512041	0.00386182993131231	2.41320685575572
EKN05_024210	traI	conjugative transfer relaxase/helicase TraI	CDS	0.42736108747564	7.12358863087999	0.00144182472008481	0.003946908053784	2.40374299070592
EKN05_024245	msbB	lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase	CDS	0.554607423811228	6.91509117413211	0.00187719542182397	0.00492924297153367	2.30721977413669
EKN05_024520	pWR501_0187	hypothetical protein	CDS	0.580280792591716	4.9294319976999	0.0022757153570911	0.00586903830665722	2.23143305587822
EKN05_024420	EKN05_024420	hypothetical protein	pseudo	0.672811330585257	3.65544215279668	0.00250780118762413	0.00637157429469823	2.19575324850801
EKN05_024435	stbA	plasmid stabilization protein	CDS	-0.705769456994562	6.95490916193567	0.00278669102585081	0.0069603818140802	2.15736693636645
EKN05_024195	yigA	ANR family transcriptional regulator	CDS	0.955095613893759	5.1304517340145	0.00293830912036616	0.00730108007319461	2.13661288849171
EKN05_023690	pWR501_0073	hypothetical protein	pseudo	0.42559926238773	9.04309686030456	0.00384249679676056	0.00919659925359338	2.03637273770184
EKN05_023855	pWR501_0038	hypothetical protein	CDS	0.810910902129727	3.93849219397573	0.00437010101214338	0.0102485142245684	1.9893390917636
EKN05_024340	pWR501_0230	IS66 family transposase	pseudo	-0.384111411423955	9.17102430778484	0.00510053066670474	0.0116831367717658	1.93244053909221
EKN05_024805	ipaJ	type III secretion system effector cysteine protease IpaJ	CDS	1.90085365528695	6.70012003930801	0.00555908719818068	0.0125759197135036	1.90046024389481
EKN05_024320	ipaH9.8	T3SS effector E3 ubiquitin-protein ligase IpaH9.8	CDS	0.559985254319765	6.40862997372297	0.00621041360094221	0.013821320471894	1.85945046302103
EKN05_023980	pWR501_0018	ATP-binding protein	pseudo	0.849899126972639	6.69032942726862	0.006246565643892	0.0138856777689064	1.857432917202
EKN05_024125	EKN05_024125	hypothetical protein	CDS	0.968478926402662	3.76783799368115	0.00648290928921142	0.0143528770249612	1.8430610361545
EKN05_024445	pWR501_0205	type II toxin-antitoxin system RelB/DinJ family antitoxin	CDS	-0.63801983287836	9.99614227199715	0.00724128541227783	0.0157681762324076	1.80221853482612
EKN05_024230	traD	conjugal transfer protein TraD	CDS	0.679814618436592	4.23882691645574	0.00745490735131333	0.016160578465017	1.79154309778987
EKN05_024600	EKN05_024600	hypothetical protein	CDS	-1.18794926877503	3.62000124619684	0.00786299150874187	0.0169489188108142	1.77085800067468
EKN05_023775	ospE2	hypothetical protein	CDS	0.5457663273275	7.96863154389468	0.0135587253809681	0.0270119080111762	1.56844473793551
EKN05_024250	virK	virulence factor VirK	CDS	0.284917381797029	7.98942520064095	0.0142436588638644	0.0282299465040658	1.5492899448432
EKN05_024335	ccdA	type II toxin-antitoxin system antitoxin CcdA	CDS	-0.462293782729917	5.05603290970473	0.0152662886472531	0.0300858737765938	1.5216373708819
EKN05_024105	insB	hypothetical protein	pseudo	0.790626004975928	6.57466682964978	0.015309991605066	0.0301565201497425	1.52061877443876
EKN05_023655	pWR501_0080	IS630 family transposase	CDS	0.364755318377439	5.09727822631249	0.0163881176738043	0.0320499153080667	1.49417311376725
EKN05_024365	EKN05_024365	IS3-like element IS2 family transposase	CDS	-0.382596552926219	5.63797303437403	0.0280445121513235	0.0508563448979362	1.29365485626608
EKN05_024345	EKN05_024345	IS1 family transposase	pseudo	0.576742383966572	4.88529635929874	0.0285133655995749	0.0514876813437291	1.28829666541295
EKN05_024190	EKN05_024190	hypothetical protein	pseudo	0.9674965641717	6.45657375585474	0.0312112964831086	0.0556785163562518	1.25431234571929
EKN05_024300	EKN05_024300	IS1 family transposase	pseudo	0.442455764547604	4.37161192888437	0.0344985122631271	0.0608918568175378	1.21544078250131
EKN05_024260	shf	carbohydrate transporter	CDS	0.25654550286891	7.99513712092539	0.0378590547576198	0.06615426090783	1.1794421782465
EKN05_024330	ccdB	type II toxin-antitoxin system toxin CcdB	CDS	-0.360036922645146	5.48273763998743	0.041907654730865	0.0722422480968976	1.14120874773212
EKN05_024315	yacA	hypothetical protein	CDS	-0.397102009467873	5.84676016610508	0.0420544569740022	0.0724302648376826	1.14007992682008
EKN05_024325	EKN05_024325	transposase domain-containing protein	pseudo	0.415049036843724	4.55279898617414	0.0432442847490777	0.074123098592543	1.13004643401699
EKN05_023640	ipaH7.8	T3SS effector E3 ubiquitin-protein ligase IpaH7.8	CDS	0.370540621964424	5.20488925210105	0.0474273892416499	0.0804568039322554	1.0944372233451
EKN05_023835	EKN05_023835	transposase domain-containing protein	pseudo	0.434912087150213	4.25908893497509	0.0504305845010648	0.0848020209809846	1.07159379762028
EKN05_023970	EKN05_023970	transposase	CDS	-0.450455517440759	3.31841596968358	0.0511402942995753	0.085807513031499	1.06647468505019
EKN05_024255	rfbU	glycosyltransferase family 1 protein	CDS	-0.244944526704655	7.39471689868488	0.0723990101286393	0.115344268869153	0.938003979472637
EKN05_023620	pWR501_0089	AAA family ATPase	pseudo	0.459214821852791	4.97582736153355	0.0790767267669989	0.124263427776713	0.905656670649034
EKN05_023755	EKN05_023755	IS3 family transposase	pseudo	0.477181280667883	3.14753329596349	0.0871738939031707	0.134618092797374	0.870896566605329
EKN05_024355	EKN05_024355	hypothetical protein	CDS	-0.522089782901411	7.88166221696839	0.101489782591345	0.152909130540818	0.815566581133777
EKN05_024535	pWR501_0185	transposase	CDS	-0.207001631029834	5.90063399915301	0.132661450473468	0.192401703198959	0.715791087773074
EKN05_024605	pWR501_0172	IS3 family transposase	pseudo	0.380465954135002	4.61519782842937	0.141532512424182	0.202957728246876	0.692594406918408
EKN05_024350	pWR501_0082	IS1 family transposase	pseudo	-0.206076593050682	7.02297974015846	0.148101017961175	0.211125067936484	0.675460197672277
EKN05_023680	EKN05_023680	hypothetical protein	CDS	-0.263701755958524	6.66721900033429	0.150497016834262	0.213746965455691	0.670100042191385
EKN05_024360	tnpG	hypothetical protein	CDS	0.221550180165023	7.87916849502417	0.151549334179186	0.21500291718917	0.667555647477119
EKN05_023625	pWR501_0088	N-acetylmuramoyl-L-alanine amidase	CDS	0.30839394882204	6.19799105393879	0.158851863684842	0.223641271551408	0.650448047149413
EKN05_023875	pWR501_0034	IS4-like element ISSfl1 family transposase	CDS	0.224015695092124	6.4974952384603	0.204390338535539	0.27609236792327	0.55894559848432
EKN05_024170	pWR501_0276	hypothetical protein	pseudo	0.270858241937994	3.77201636286632	0.253411272869438	0.332256105377654	0.478527029926349
EKN05_024455	phoN1	phosphatase PAP2 family protein	CDS	0.132341841139892	8.51724828578518	0.276128982597228	0.357886280955692	0.446254949331248
