locus_tag	gene_name	description	type	genes	logFC	logCPM	PValue	FDR	m_log10FDR
EKN05_023845	parB	ParB/RepB/Spo0J family partition protein	CDS	EKN05_023845	-0.806481252208036	10.3218508216616	1.05251146176167e-16	3.21918148518819e-14	13.4922545387558
EKN05_024255	rfbU	glycosyltransferase family 1 protein	CDS	EKN05_024255	-0.543665785055898	12.7874097579072	1.51218630909461e-16	4.31678785036209e-14	13.3648392943322
EKN05_024305	ospG	protein kinase OspG	CDS	EKN05_024305	-0.522899510352315	12.2341988785734	3.59222725523794e-16	9.6129094651484e-14	13.0171451478753
EKN05_024000	ospF	type III secretion system effector phosphothreonine lyase	CDS	EKN05_024000	-0.635547238684908	11.1255777908248	3.81642832572449e-16	9.6129094651484e-14	13.0171451478753
EKN05_024250	virK	virulence factor VirK	CDS	EKN05_024250	-0.595632392255824	11.41608361174	4.4791548195679e-16	1.06179146608865e-13	12.9739607695256
EKN05_024005	ospD2	ShET2/EspL2 family type III secretion system effector toxin	CDS	EKN05_024005	-0.802180147471919	10.5829948290967	4.71135867717992e-16	1.06179146608865e-13	12.9739607695256
EKN05_024630	spa40	EscU/YscU/HrcU family type III secretion system export apparatus switch protein	CDS	EKN05_024630	-0.853136475786288	10.0237358904064	5.26339759753028e-16	1.06209373823466e-13	12.9738371516147
EKN05_023635	ipaH4.5	T3SS effector E3 ubiquitin-protein ligase IpaH4.5	CDS	EKN05_023635	-0.551262308271237	11.9721673828626	5.3035940806421e-16	1.06209373823466e-13	12.9738371516147
EKN05_024730	mxiG	protein MxiG	CDS	EKN05_024730	-0.572735430103715	11.7552548451037	6.03655899837505e-16	1.1238498100453e-13	12.9492917234883
EKN05_024715	mxiJ	EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein	CDS	EKN05_024715	-0.69450106150877	10.5590841747012	8.17333066350477e-16	1.3999280760451e-13	12.8538942764497
EKN05_024780	ipaC	IpaC/SipC family type III secretion system effector	CDS	EKN05_024780	-0.606920050470243	10.9766287486942	9.98858240651622e-16	1.58411518017417e-13	12.8002132442772
EKN05_024805	ipaJ	type III secretion system effector cysteine protease IpaJ	CDS	EKN05_024805	-0.514459726877384	12.0714191030668	1.35322600945845e-15	2.06946920446467e-13	12.6841410319018
EKN05_024645	spa24	EscR/YscR/HrcR family type III secretion system export apparatus protein	CDS	EKN05_024645	-0.655815989533071	10.5236647609375	1.88789451848357e-15	2.6077304284344e-13	12.5837373053843
EKN05_024765	ipgB1	protein IpgB	CDS	EKN05_024765	-0.561902883033967	11.21048865465	4.98915396045722e-15	6.47380522990237e-13	12.1888403708666
EKN05_024435	stbA	plasmid stabilization protein	CDS	EKN05_024435	-0.648800821642756	10.8025511424715	6.31001294392189e-15	7.94690453702162e-13	12.0998020039573
EKN05_024760	ipgA	chaperone protein IpgA	CDS	EKN05_024760	-0.625003903484865	10.8781938218776	6.79162675397005e-15	8.30907021728564e-13	12.0804475709324
EKN05_023640	ipaH7.8	T3SS effector E3 ubiquitin-protein ligase IpaH7.8	CDS	EKN05_023640	-0.884735864763558	10.3052411267656	8.69317984499983e-15	1.03034277376717e-12	11.9870182704494
EKN05_024070	icsP	omptin family outer membrane protease IcsP	CDS	EKN05_024070	-0.500443961009839	11.8119761955111	8.90300855427024e-15	1.03034277376717e-12	11.9870182704494
EKN05_023685	sepA	serine protease autotransporter toxin SepA	CDS	EKN05_023685	-0.448404628528743	12.238537373153	1.54989247479299e-14	1.74648409922726e-12	11.7578353640196
EKN05_024735	ipgF	protein IpgF	CDS	EKN05_024735	-0.60378687876071	10.9472628958961	1.84752720880587e-14	2.02849013028378e-12	11.6928271010352
EKN05_024635	spa29	EscT/YscT/HrcT family type III secretion system export apparatus protein	CDS	EKN05_024635	-0.717787807211758	10.5716367143821	2.01937601923976e-14	2.11599801565895e-12	11.6744847439094
EKN05_024705	mxiN	Putative membrane protein	CDS	EKN05_024705	-0.737172833821103	10.1395324814619	2.02606068757629e-14	2.11599801565895e-12	11.6744847439094
EKN05_024690	mxiE	helix-turn-helix domain-containing protein	CDS	EKN05_024690	-0.703283359580941	10.1320459801494	2.14324549896755e-14	2.18508981585216e-12	11.6605307071021
EKN05_024320	ipaH9.8	T3SS effector E3 ubiquitin-protein ligase IpaH9.8	CDS	EKN05_024320	-0.566635374018137	11.9170150133483	3.57878524959591e-14	3.56380428808597e-12	11.4480861539444
EKN05_024775	ipaB	type III secretion system needle tip complex protein SipB	CDS	EKN05_024775	-0.479306438819129	11.8460462443418	4.32205109515799e-14	4.20614154306057e-12	11.3761161167339
EKN05_024650	spa33	surface presentation of antigens protein SpaO	CDS	EKN05_024650	-0.710923582387025	10.1196593792261	8.36072089342489e-14	7.95569041458786e-12	11.0993221252274
EKN05_024625	spa-orf10	hypothetical protein	CDS	EKN05_024625	-0.835610016770422	9.63810743601831	1.17405833210532e-13	1.09289516914673e-11	10.9614214937178
EKN05_024665	spa47	FliI/YscN family ATPase	CDS	EKN05_024665	-0.667659511244979	11.0723430666452	1.23035002912834e-13	1.1209274095165e-11	10.9504225111046
EKN05_024680	mxiC	YopN family type III secretion system gatekeeper subunit	CDS	EKN05_024680	-0.608137151533482	10.8966625033409	1.34998396635806e-13	1.20429819665526e-11	10.9192659639692
EKN05_024640	spa9	EscS/YscS/HrcS family type III secretion system export apparatus protein	CDS	EKN05_024640	-0.730064696271462	9.89685616299985	1.7481468981726e-13	1.49711300359502e-11	10.8247454174355
EKN05_024655	spa32	surface presentation of antigens protein SpaN	CDS	EKN05_024655	-0.75626881617426	9.83511617594425	2.89282163193942e-13	2.38212735153165e-11	10.623035024302
EKN05_024045	ospB	OspB	CDS	EKN05_024045	-0.773672390885768	9.73630472642358	4.73118789328003e-13	3.75165677018983e-11	10.4257769010049
EKN05_024085	pWR501_0290	T3SS effector protein NleE	pseudo	EKN05_024085	-0.572560248016947	10.8007400935044	1.0472206216797e-12	7.86701526672364e-11	10.1041900070385
EKN05_024710	mxiK	type III secretion apparatus protein OrgA/MxiK	CDS	EKN05_024710	-0.74051810096564	9.48066896960751	1.12574455622664e-12	8.31110032717665e-11	10.0803414750863
EKN05_023925	ospD1	hypothetical protein	CDS	EKN05_023925	-0.611413519367284	10.5614766689229	1.1520609361105e-12	8.36122869224607e-11	10.0777298977939
EKN05_024115	ipaH1.4	E3 ubiquitin--protein ligase	CDS	EKN05_024115	-0.790720701978533	9.05995501461675	1.56386465665166e-12	1.1160780766304e-10	9.9523054227249
EKN05_024495	pWR501_0193	hypothetical protein	pseudo	EKN05_024495	-0.616540101650847	10.3551665282404	6.67742729309813e-12	4.33223388924942e-10	9.36328810466251
EKN05_024080	pWR501_0291	IS3 family transposase	pseudo	EKN05_024080	-0.795867513440893	9.17596699513132	1.44183888574961e-11	8.69571001236594e-10	9.06069495168731
EKN05_023985	orf13	hypothetical protein	CDS	EKN05_023985	-0.615366617113875	9.72328617789083	1.93937168375587e-11	1.13758760956749e-09	8.94401514685848
EKN05_024660	spa13	surface presentation of antigens protein SpaM	CDS	EKN05_024660	-0.743943321423464	9.38921484493009	1.98615255748481e-11	1.14928449339864e-09	8.93957245293081
EKN05_024040	phoN2	phosphatase PAP2 family protein	CDS	EKN05_024040	-0.515390044892604	10.8073614598709	3.05187419950718e-11	1.74241670963864e-09	8.75884797271855
EKN05_024840	ospC3	hypothetical protein	CDS	EKN05_024840	-0.563959535761712	10.1414498395855	4.50410285096847e-11	2.44133777314519e-09	8.61237212928223
EKN05_024445	pWR501_0205	type II toxin-antitoxin system RelB/DinJ family antitoxin	CDS	EKN05_024445	-0.440481027764795	10.6651031373546	4.58269310542895e-11	2.45288648468085e-09	8.61032254972164
EKN05_023920	EKN05_023920	hypothetical protein	CDS	EKN05_023920	-0.54649735194238	10.3850538949397	4.79142379734217e-11	2.5329477407678e-09	8.59637377038723
EKN05_024190	EKN05_024190	hypothetical protein	pseudo	EKN05_024190	-0.439208714341169	11.0753818420912	6.77341681636166e-11	3.49443021779044e-09	8.45662362777025
EKN05_024785	ipaD	type III secretion system needle tip complex protein IpaD	CDS	EKN05_024785	-0.595756332761116	9.78495815450368	1.31188203679165e-10	6.53195218783936e-09	8.18495700284436
EKN05_024270	pWR501_0249	hypothetical protein	CDS	EKN05_024270	-0.432052868137343	11.0713337518151	1.50390914729967e-10	7.31788519174682e-09	8.13561440832057
EKN05_024160	yihA	DUF2726 domain-containing protein	CDS	EKN05_024160	-0.531846318248104	10.0119982960357	1.61679123723361e-10	7.7787641323981e-09	8.10908939698392
EKN05_024170	pWR501_0276	hypothetical protein	pseudo	EKN05_024170	-0.487913230063998	10.0494509194098	2.81008346796927e-10	1.30791058802657e-08	7.8834219444322
EKN05_024670	spa15	surface presentation of antigens protein SpaK	CDS	EKN05_024670	-0.560553689297484	9.40666851653405	2.89830912432415e-10	1.33446878175871e-08	7.87469158153815
EKN05_024440	stbB	plasmid stabilization protein	CDS	EKN05_024440	-0.759549758762711	9.09778195970964	3.63825720369127e-10	1.63989656275853e-08	7.78518354441566
EKN05_024835	EKN05_024835	hypothetical protein	CDS	EKN05_024835	-0.598614037631621	9.49291514861338	3.78400281020118e-10	1.68782292013349e-08	7.77267311982116
EKN05_023630	ipgH	MFS transporter	pseudo	EKN05_023630	-0.378216307948035	10.9541896084572	5.0103445552743e-10	2.21178302945202e-08	7.65525747851264
EKN05_024355	EKN05_024355	hypothetical protein	CDS	EKN05_024355	-0.46978965862877	9.76438594664535	5.13831336202061e-10	2.245128348589e-08	7.64875882637975
EKN05_024565	pWR501_0178	IS110 family transposase	pseudo	EKN05_024565	-0.760938869665781	8.67933022787566	6.82224822650171e-10	2.84554826352239e-08	7.54583404389727
EKN05_024695	mxiM	AraC family transcriptional activator MxiE	CDS	EKN05_024695	-0.710634970637197	9.2802648279992	7.02426816523468e-10	2.89210733495528e-08	7.53878559308091
EKN05_024030	ospC	OspC family protein	pseudo	EKN05_024030	-0.673767136984349	8.66978148093138	7.47206247672021e-10	3.04717824050628e-08	7.51610214157505
EKN05_024210	traI	conjugative transfer relaxase/helicase TraI	CDS	EKN05_024210	-0.386764431286573	10.8524505073231	7.59539290427881e-10	3.06825211472848e-08	7.51310895778145
EKN05_024770	ipgC	type III secretion system translocator chaperone SicA	CDS	EKN05_024770	-0.466421190893619	10.9643964533104	8.78573831693046e-10	3.51593752085012e-08	7.45395885105877
EKN05_024570	pWR501_0177	hypothetical protein	CDS	EKN05_024570	-0.483936507316934	10.160941625203	9.24887571118361e-10	3.66700794400817e-08	7.43568814920624
EKN05_023785	virF	AraC family invasion system transcriptional regulator VirF	CDS	EKN05_023785	0.280093782800054	13.3450734966026	1.86352884742319e-09	7.18885632852802e-08	7.14334019580855
EKN05_024185	EKN05_024185	nuclease	CDS	EKN05_024185	-0.719791730217831	8.89779687614757	2.22870797408026e-09	8.52082816518899e-08	7.06951819278113
EKN05_024795	acp	acyl carrier protein	CDS	EKN05_024795	-0.740104010561572	8.59556249280109	3.59201251164449e-09	1.33405775183543e-07	6.87482536924964
EKN05_024700	mxiL	Mxi-Spa secretion machinery protein MxiL	CDS	EKN05_024700	-0.806350046963705	8.65350604100018	3.61398176583162e-09	1.33405775183543e-07	6.87482536924964
EKN05_023680	EKN05_023680	hypothetical protein	CDS	EKN05_023680	-0.609620732003697	9.16286009657586	4.66267762670944e-09	1.7064603074846e-07	6.76790380902079
EKN05_024455	phoN1	phosphatase PAP2 family protein	CDS	EKN05_024455	-0.451854294791957	10.4855476406961	7.50086649781884e-09	2.65443887137688e-07	6.57602727150172
EKN05_023940	EKN05_023940	IS3 family transposase	pseudo	EKN05_023940	-0.547383993834238	9.39127637485669	9.72859136557462e-09	3.30617684344369e-07	6.48067392025105
EKN05_023945	pWR501_0025	IS66 family transposase	pseudo	EKN05_023945	-0.399094989529526	9.99924872327021	1.16998727200639e-08	3.94479173128455e-07	6.40397592080476
EKN05_024050	EKN05_024050	DUF3440 domain-containing protein	pseudo	EKN05_024050	-0.790006348276799	7.81100659479458	3.32620560903345e-08	1.05502314206528e-06	5.97673801395774
EKN05_024740	ipgE	type III secretion system chaperone	CDS	EKN05_024740	-0.446063413616653	9.75477566364013	4.86547496331e-08	1.5207272841528e-06	5.81794866208567
EKN05_023910	EKN05_023910	plasmid pRiA4b ORF-3 family protein	pseudo	EKN05_023910	-0.47626647995097	9.19083702288525	5.80141515825043e-08	1.76581168642919e-06	5.75305561327565
EKN05_024330	ccdB	type II toxin-antitoxin system toxin CcdB	CDS	EKN05_024330	-0.537476827707334	8.94644595048084	8.35399114772478e-08	2.45012260921627e-06	5.61081218209518
EKN05_023780	pWR501_0052	IS3 family transposase	pseudo	EKN05_023780	-0.476157935396086	9.37750387660453	8.63282407546311e-08	2.51467705381857e-06	5.59951778108526
EKN05_024360	tnpG	hypothetical protein	CDS	EKN05_024360	-0.563323295930679	8.90279844901221	1.31358632599967e-07	3.67632460649059e-06	5.43458614892258
EKN05_023905	ipgB2	hypothetical protein	CDS	EKN05_023905	-0.400093639957229	10.13791494368	1.57216111284943e-07	4.34322186143308e-06	5.36218798534301
EKN05_023890	EKN05_023890	IS1 family transposase	pseudo	EKN05_023890	-0.594960909936	8.19098735346952	2.11868123615606e-07	5.70578179447814e-06	5.24368484103262
EKN05_023740	pWR501_0063	DUF1778 domain-containing protein	CDS	EKN05_023740	-1.45248799690576	6.12909885764183	4.81574285135435e-07	1.17726819921304e-05	4.92912458713989
EKN05_024180	yigB	hypothetical protein	CDS	EKN05_024180	-0.40194549093719	9.80844502040553	4.83884173427126e-07	1.17726819921304e-05	4.92912458713989
EKN05_024020	pWR501_0008	IS66 family transposase	pseudo	EKN05_024020	-0.607538121986138	8.23147185303763	5.06259090845545e-07	1.22474656892691e-05	4.91195376852662
EKN05_024620	pWR501_0168	IS3-like element ISSfl11 family transposase	pseudo	EKN05_024620	-0.597494647171126	7.93522762370534	9.20758394828545e-07	2.04376084449313e-05	4.68956992555966
EKN05_024075	EKN05_024075	non-LEE-encoded type III effector F	CDS	EKN05_024075	-0.592994608923715	8.07941264647251	9.44127502544423e-07	2.08389379685321e-05	4.68112441810567
EKN05_024750	pWR501_0141	hypothetical protein	CDS	EKN05_024750	-0.620068007180145	8.24237125960894	1.16576696367024e-06	2.53391580631267e-05	4.59620781938994
EKN05_024725	mxiH	type III secretion system needle complex protein	CDS	EKN05_024725	-0.452872286573195	9.25936212316162	1.30098150728145e-06	2.78540140708958e-05	4.55511220935128
EKN05_023715	EKN05_023715	hypothetical protein	CDS	EKN05_023715	-0.37446868267855	9.98385994379655	1.51598163799167e-06	3.19775043048291e-05	4.49515543392735
EKN05_023625	pWR501_0088	N-acetylmuramoyl-L-alanine amidase	CDS	EKN05_023625	-0.548176427854739	8.73454082240018	1.79392104685591e-06	3.72891743817331e-05	4.42841723223072
EKN05_024350	pWR501_0082	IS1 family transposase	pseudo	EKN05_024350	-0.445299200855054	9.20941382176752	1.8394151798825e-06	3.75065514297946e-05	4.425892865571
EKN05_024465	pWR501_0201	IS3 family transposase	pseudo	EKN05_024465	-0.577977194106005	8.03153841373003	2.38791548138703e-06	4.60588022130597e-05	4.33668736031496
EKN05_024425	yccB	DUF1281 domain-containing protein	pseudo	EKN05_024425	-0.483153120447192	8.6717004093967	2.49599126439707e-06	4.78202246638624e-05	4.32038838785959
EKN05_024035	pWR501_0005	hypothetical protein	CDS	EKN05_024035	-0.496559411652739	9.19386836869059	3.31063897526316e-06	6.05818636413541e-05	4.21765737087264
EKN05_024105	insB	hypothetical protein	pseudo	EKN05_024105	-0.335050318970062	9.86049070580667	5.19047423298202e-06	8.9982229415502e-05	4.04584325088088
EKN05_024720	mxiI	protein MxiI	CDS	EKN05_024720	-0.563906212274445	8.5421584298303	5.41707255282144e-06	9.3333157860381e-05	4.02996403988108
EKN05_023900	EKN05_023900	transposase domain-containing protein	pseudo	EKN05_023900	-0.493642506355945	8.32104495195031	5.42736018384747e-06	9.3333157860381e-05	4.02996403988108
EKN05_023760	ipaH2.5	E3 ubiquitin--protein ligase	CDS	EKN05_023760	-0.546262739864672	8.38197418290748	7.31874521873758e-06	0.000122897517751507	3.91045688877921
EKN05_024025	EKN05_024025	hypothetical protein	pseudo	EKN05_024025	-1.27938321239537	6.1057910682671	8.61045592459852e-06	0.000142355105286219	3.84662695311924
EKN05_024165	hha	hemolysin expression modulator Hha	CDS	EKN05_024165	-0.593986147960512	7.79254336571319	8.64875165725218e-06	0.000142438286909053	3.84637325818242
EKN05_024580	pWR501_0176	hypothetical protein	CDS	EKN05_024580	-0.491208270372282	8.29389857450652	1.04629963442113e-05	0.000168586454004103	3.77317732406248
EKN05_023745	pWR501_0062	GNAT family N-acetyltransferase	CDS	EKN05_023745	-0.50518119849392	8.19629460090699	1.13056625452079e-05	0.00017732910995817	3.75121996571618
EKN05_023690	pWR501_0073	hypothetical protein	pseudo	EKN05_023690	-0.555988789610933	8.10381471961304	1.2254070308734e-05	0.00018942934679422	3.72255273830272
EKN05_024405	EKN05_024405	DUF1380 domain-containing protein	pseudo	EKN05_024405	-0.710422193930814	7.19796233290823	1.27076930661293e-05	0.000195033482828551	3.70989082371752
EKN05_024475	EKN05_024475	transposase domain-containing protein	pseudo	EKN05_024475	-0.403385273708699	8.75170151507526	2.34281056063261e-05	0.00034473934091508	3.46250915300803
EKN05_023915	pWR501_0031	hypothetical protein	CDS	EKN05_023915	-0.394649385682023	8.74312335585743	2.58497370879954e-05	0.000370195900370556	3.43156839502748
EKN05_023695	pWR501_0072	transposase	CDS	EKN05_023695	-0.691876893109844	7.06631864661249	3.20404092652206e-05	0.000439734078441265	3.35680987619178
EKN05_023810	pWR501_0046	IS3 family transposase	pseudo	EKN05_023810	-0.814079085602669	6.90349821272071	3.23025544284548e-05	0.000441915457069149	3.35466080766505
EKN05_024200	finO	fertility inhibition protein FinO	CDS	EKN05_024200	-0.430853033548783	8.76019063501429	3.6580129529625e-05	0.000497257506812235	3.30341865185859
EKN05_024395	EKN05_024395	hypothetical protein	pseudo	EKN05_024395	-1.05448827134353	6.27129884909707	4.86494485532237e-05	0.000635112618002756	3.19714925889605
EKN05_024525	pWR501_0186	reverse transcriptase	CDS	EKN05_024525	-0.775808334406159	6.56520327249725	5.25869081340583e-05	0.000674183055778556	3.17122216678738
EKN05_024195	yigA	ANR family transcriptional regulator	CDS	EKN05_024195	-0.411234119107559	9.07769736302167	5.49417395120384e-05	0.000700180144614727	3.15479020891878
EKN05_023645	EKN05_023645	IS66 family transposase	pseudo	EKN05_023645	-0.379944030950128	8.49535129352354	6.28835782951685e-05	0.000789640710439623	3.10257046942718
EKN05_023875	pWR501_0034	IS4-like element ISSfl1 family transposase	CDS	EKN05_023875	-0.267152604610599	10.0313884117589	7.01000568873568e-05	0.000865038742339083	3.06296444142849
EKN05_023720	pWR501_0065	hypothetical protein	CDS	EKN05_023720	-1.02700528065434	5.93194443901481	7.30707430308087e-05	0.000896529861484019	3.04743524044452
EKN05_024010	pWR501_0011	helicase	CDS	EKN05_024010	-0.43891348773495	8.28256073134474	8.60296039076871e-05	0.00102899096070591	2.9875884403326
EKN05_024400	ycfA	hypothetical protein	CDS	EKN05_024400	-0.711674945861133	6.62444188501813	9.15834115600193e-05	0.00108331538204421	2.9652450902427
EKN05_023895	pWR501_0033	IS3 family transposase	pseudo	EKN05_023895	-0.358983898343103	8.90643379727952	9.69028311765573e-05	0.00113371017239896	2.94549795656795
EKN05_023935	pWR501_0028	IS256 family transposase	pseudo	EKN05_023935	-0.383903443795738	8.81481439925838	9.95165300159142e-05	0.00115796136284822	2.9363059312664
EKN05_024240	pWR501_0254	IS630 family transposase	CDS	EKN05_024240	-0.487995268392738	8.26110350258654	0.00012673302935211	0.00142060427142862	2.8475268838389
EKN05_024470	ltrA	group II intron reverse transcriptase/maturase	pseudo	EKN05_024470	-0.319813769656575	9.19366201439509	0.000134348153387077	0.00148267730103986	2.82895336119532
EKN05_023955	pWR501_0023	transposase	pseudo	EKN05_023955	-0.774784204183647	6.43501703217643	0.000153986404523784	0.00167778571035838	2.77526350879446
EKN05_024325	EKN05_024325	transposase domain-containing protein	pseudo	EKN05_024325	-0.266310275096117	9.92617437920896	0.000167511935239812	0.00178248984444844	2.74897293581695
EKN05_024585	pWR501_0174	IS3 family transposase	pseudo	EKN05_024585	-0.716527299387281	6.41444519887538	0.000182378463096635	0.00191407985044067	2.71803994854329
EKN05_024810	pWR501_0129	IS21 family transposase	CDS	EKN05_024810	-0.802702113042135	6.16049208298794	0.00021318762843584	0.00219439765615929	2.65868466927412
EKN05_023620	pWR501_0089	AAA family ATPase	pseudo	EKN05_023620	-0.801560235833527	6.6671988265965	0.00023254855613828	0.00234299509972733	2.63022861971017
EKN05_024825	EKN05_024825	IS3 family transposase	pseudo	EKN05_024825	-0.465414854022453	7.92294830957208	0.000243934182087812	0.00241197776383441	2.61762670029993
EKN05_023790	pWR501_0050	transposase	CDS	EKN05_023790	-0.336833535872519	8.97771361748358	0.000258579852721392	0.00251074587154875	2.60019724275077
EKN05_023765	EKN05_023765	IS110-like element ISSfl4 family transposase	CDS	EKN05_023765	-0.546646965729542	7.34929140122025	0.000262501571668193	0.00253731767467992	2.59562515527589
EKN05_024390	pWR501_0215	IS110 family transposase	pseudo	EKN05_024390	-0.610620742813096	7.02821127071715	0.000273882121208973	0.00262229938065727	2.58131772761726
EKN05_024275	pWR501_0248	IS3 family transposase	pseudo	EKN05_024275	-0.55489664968611	7.07368112867525	0.000274967870601381	0.00262229938065727	2.58131772761726
EKN05_024155	copB	replication regulatory protein RepA	CDS	EKN05_024155	-2.10150973405588	3.83031761475126	0.000334843360684557	0.00309675868348007	2.5090926359465
EKN05_024065	tnpC	conjugal transfer protein TraI	pseudo	EKN05_024065	-0.602356178132301	7.54664311010829	0.000349044830932821	0.00321421498076202	2.49292507908597
EKN05_023975	pWR501_0019	IS91 family transposase	pseudo	EKN05_023975	-0.541405318989958	7.6286786310965	0.000363646590182998	0.00332011662934669	2.47884666009354
EKN05_024110	ospE1	hypothetical protein	CDS	EKN05_024110	-0.377655449370093	8.08943294846492	0.000467865241747323	0.00410184806890051	2.38702042979411
EKN05_024340	pWR501_0230	IS66 family transposase	pseudo	EKN05_024340	-0.418047646755006	8.49637207030734	0.00057693277519548	0.00494085228677409	2.3061981297167
EKN05_023650	EKN05_023650	IS1 family transposase	pseudo	EKN05_023650	-0.394830008236348	8.43148372542843	0.000595700515216204	0.00507115229852045	2.29489334638097
EKN05_023860	pWR501_0037	IS1 family transposase	pseudo	EKN05_023860	-0.464694395392264	7.94332887661136	0.00073730725524684	0.00611172666248994	2.21383607714618
EKN05_024830	tnpI	IS3 family transposase	pseudo	EKN05_024830	-0.285854857604164	9.06765867195823	0.00073738876430965	0.00611172666248994	2.21383607714618
EKN05_023885	EKN05_023885	glutathione S-transferase	CDS	EKN05_023885	-0.649452696298691	6.39741118903787	0.000938615794047766	0.00754062444674021	2.12259268827555
EKN05_024575	EKN05_024575	IS630 family transposase	pseudo	EKN05_024575	-0.429731683153018	7.56637477568793	0.00105514496007034	0.00827496468685204	2.08223385088614
EKN05_024515	pWR501_0188	IS3 family transposase	pseudo	EKN05_024515	-0.398988155173146	7.75551858055283	0.00120707063014853	0.00914809989078941	2.0386691018504
EKN05_024430	EKN05_024430	hypothetical protein	pseudo	EKN05_024430	-0.678181941565803	6.62370624735412	0.00135546175059913	0.0100070469242508	1.99969406375117
EKN05_023705	insB	IS1 family transposase	pseudo	EKN05_023705	-0.75877463801536	6.16380716738367	0.00135940384756592	0.0100188765495306	1.99918097464581
EKN05_024215	EKN05_024215	conjugative relaxase	CDS	EKN05_024215	-0.363632996106806	8.31195046798374	0.0017107370457534	0.0117960966665315	1.92826167715371
EKN05_023930	pWR501_0029	IS630 family transposase	pseudo	EKN05_023930	-0.404994027376115	8.15214194525256	0.00184109454841653	0.0125030694807133	1.90298335540066
EKN05_023660	EKN05_023660	IS5 family transposase	pseudo	EKN05_023660	-0.755265146933615	6.10627023266955	0.00194002700154566	0.0130616283343059	1.88400267815117
EKN05_024335	ccdA	type II toxin-antitoxin system antitoxin CcdA	CDS	EKN05_024335	-1.30998686408675	5.72843855992414	0.00211509023223035	0.0139550329343765	1.85526913422364
EKN05_023990	EKN05_023990	IS1 family transposase	pseudo	EKN05_023990	-0.264181482965275	8.86162407994295	0.00316392625511208	0.0192442219096448	1.71569964378888
EKN05_024175	EKN05_024175	IS3 family transposase	CDS	EKN05_024175	-0.426128928263451	7.27590910641605	0.00382640402321955	0.0220817547539435	1.65596641782354
EKN05_023820	EKN05_023820	IS66 family transposase	pseudo	EKN05_023820	-0.94278148608319	4.98021906897698	0.00384895205966147	0.0221668515580938	1.65429598699588
EKN05_024310	EKN05_024310	type II toxin-antitoxin system RelE/ParE family toxin	pseudo	EKN05_024310	-0.2470145546913	8.65129197126683	0.00418632828414241	0.0236177308467692	1.62676183102678
EKN05_023525	EKN05_023525	hypothetical protein	pseudo	EKN05_023525	-1.12927555383322	5.04393154244455	0.00446646924427055	0.024935360239852	1.60318435317051
EKN05_024820	pWR501_0127	IS4 family transposase	pseudo	EKN05_024820	-0.358376317466822	7.57453995357802	0.00461058400586812	0.0255732133589732	1.59221469800458
EKN05_024055	EKN05_024055	hypothetical protein	pseudo	EKN05_024055	-0.452586373603231	6.96662693017743	0.00494262972827341	0.0272385334574861	1.56481627886156
EKN05_024265	EKN05_024265	integrase	CDS	EKN05_024265	-0.44043134400574	7.05811292522578	0.00496559153692847	0.027294817665119	1.56391980252296
