seq,pos,locus_tag,k,type,TI,sample,raw,it_g,N,cpm,logcpm,exp_id,TI_exp_id,raw_out,N_out,alpha_in,alpha_sa
CP037923,19650,EKN05_000090,66,pseudo,CP037923_19650_pos,Lib33_INPUT,1240,2,870559,1424.94486307664,7.26188839937638,32,CP037923_19650_pos:32,0,814153,7.12286665859908,7.62119894142806
CP037923,19650,EKN05_000090,66,pseudo,CP037923_19650_pos,Lib42_INPUT,53,2,811960,65.8898641683529,4.18798462343253,41,CP037923_19650_pos:41,0,947876,3.97029191355212,7.52673109052087
CP037923,19787,EKN05_000090,79,pseudo,CP037923_19787_pos,Lib10_INPUT,418,2,850145,492.26838684179,6.19902406947129,10,CP037923_19787_pos:10,1015,909723,6.03548143252476,7.45862141839146
CP037923,26375,EKN05_000115,2,pseudo,CP037923_26375_pos,Lib13_INPUT,758,3,370737,2045.91922058165,7.62360246410051,12,CP037923_26375_pos:12,0,864046,6.63068338564237,6.72318927488589
CP037923,26453,EKN05_000115,4,pseudo,CP037923_26453_pos,Lib31_INPUT,608,3,863081,705.031503379748,6.55824248745893,30,CP037923_26453_pos:30,0,1167327,6.41017488196617,7.45440333649965
CP037923,26468,EKN05_000115,5,pseudo,CP037923_26468_pos,Lib36_INPUT,3152,3,927896,3397.46760685723,8.13078561157432,35,CP037923_26468_pos:35,6960,1073412,8.05579245097777,7.50881674882591
CP037923,26555,EKN05_000115,9,pseudo,CP037923_26555_pos,Lib5_INPUT,2009,3,635104,3164.04374079877,8.05960615331751,5,CP037923_26555_pos:5,0,780000,7.60539236481494,7.1698748844074
CP037923,28806,EKN05_000125,14,pseudo,CP037923_28806_pos,Lib12_INPUT,475,4,789507,602.273821164573,6.40071219432766,11,CP037923_28806_pos:11,0,996918,6.16331480403464,7.32990476513694
CP037923,28806,EKN05_000125,14,pseudo,CP037923_28806_pos,Lib25_INPUT,1394,4,913963,1525.77125576062,7.33025530267977,24,CP037923_28806_pos:24,0,774851,7.23993259132047,7.56787557185129
CP037923,28816,EKN05_000125,15,pseudo,CP037923_28816_pos,Lib6_INPUT,2025,4,772013,2623.65708393889,7.87232445704951,6,CP037923_28816_pos:6,5845,937539,7.61332497954064,7.36519910098532
CP037923,28927,EKN05_000125,20,pseudo,CP037923_28927_pos,Lib20_INPUT,2691,4,899912,2990.84467054037,8.00331112499803,19,CP037923_28927_pos:19,1076,828726,7.89766815072691,7.56117674725325
CP037923,28967,EKN05_000125,21,pseudo,CP037923_28967_pos,Lib9_INPUT,2578,4,836953,3080.8144772592,8.03294928167792,9,CP037923_28967_pos:9,0,900441,7.85476918349913,7.39588421952353
CP037923,29001,EKN05_000125,23,pseudo,CP037923_29001_pos,Lib42_INPUT,4190,4,811960,5160.96216443893,8.54887830706953,41,CP037923_29001_pos:41,3065,947876,8.34045601291618,7.52673109052087
CP037923,29281,EKN05_000125,31,pseudo,CP037923_29281_pos,Lib6_INPUT,2765,4,772013,3582.18892403506,8.1837293238415,6,CP037923_29281_pos:6,0,937539,7.92479591395644,7.36519910098532
CP037923,29366,EKN05_000125,37,pseudo,CP037923_29366_pos,Lib14_INPUT,1043,4,658621,1584.36857560179,7.36794123192433,13,CP037923_29366_pos:13,0,872279,6.94985645500077,7.26204862982439
CP037923,29386,EKN05_000125,40,pseudo,CP037923_29386_pos,Lib21_INPUT,1337,4,880330,1519.31489405689,7.32601478463796,20,CP037923_29386_pos:20,2328,837629,7.19818357710194,7.82299069448025
CP037923,29587,EKN05_000125,48,pseudo,CP037923_29587_pos,Lib40_INPUT,3315,4,1010457,3281.18536346884,8.09596002739356,39,CP037923_29587_pos:39,464,853203,8.10621290261996,7.70428635685581
CP037923,29806,EKN05_000125,53,pseudo,CP037923_29806_pos,Lib29_INPUT,8792,4,807498,10888.5583759237,9.29546782662432,28,CP037923_29806_pos:28,12436,1297147,9.08159749608346,7.46503317985267
CP037923,29847,EKN05_000125,56,pseudo,CP037923_29847_pos,Lib37_INPUT,1330,4,738995,1800.41569913775,7.49577286118622,36,CP037923_29847_pos:36,98,673182,7.1929342212158,7.54535950849226
CP037923,29939,EKN05_000125,59,pseudo,CP037923_29939_pos,Lib36_INPUT,3001,4,927896,3234.73402759142,8.08170198642714,35,CP037923_29939_pos:35,135,1073412,8.00670084544037,7.50881674882591
CP037923,29992,EKN05_000125,63,pseudo,CP037923_29992_pos,Lib31_INPUT,2821,4,863081,3269.09841706814,8.09226951244054,30,CP037923_29992_pos:30,5137,1167327,7.944846711002,7.45440333649965
CP037923,31157,EKN05_000135,3,pseudo,CP037923_31157_pos,Lib34_INPUT,1785,5,853917,2090.95018491237,7.64537387557353,33,CP037923_31157_pos:33,0,819411,7.48717369421374,7.36725192695044
CP037923,31378,EKN05_000135,11,pseudo,CP037923_31378_pos,Lib38_INPUT,3387,5,893323,3792.01723003076,8.24065340714907,37,CP037923_31378_pos:37,3571,1006979,8.12769985281777,7.52908462683339
CP037923,31540,EKN05_000135,18,pseudo,CP037923_31540_pos,Lib18_INPUT,3772,5,680756,5541.62498512685,8.62004305534679,17,CP037923_31540_pos:17,2932,863289,8.23536064375335,7.48724475201277
CP037923,31619,EKN05_000135,21,pseudo,CP037923_31619_pos,Lib28_INPUT,223,5,811448,275.433206523146,5.61834515463645,27,CP037923_31619_pos:27,0,904506,5.40717177146012,7.34389673424134
CP037923,31634,EKN05_000135,24,pseudo,CP037923_31634_pos,Lib16_INPUT,2908,5,615676,4724.06797720233,8.46042556696866,15,CP037923_31634_pos:15,0,766944,7.97522083865341,7.32277112612072
CP037923,31728,EKN05_000135,28,pseudo,CP037923_31728_pos,Lib38_INPUT,969,5,893323,1085.2725326981,6.98958641664382,37,CP037923_31728_pos:37,2209,1006979,6.87626461189077,7.52908462683339
CP037923,42313,EKN05_000185,23,pseudo,CP037923_42313_pos,Lib6_INPUT,3459,6,772013,4481.13635244957,8.40763194334563,6,CP037923_42313_pos:6,0,937539,8.14873480893717,7.36519910098532
CP037923,42364,EKN05_000185,29,pseudo,CP037923_42364_pos,Lib20_INPUT,4863,6,899912,5404.41131531604,8.59497080930651,19,CP037923_42364_pos:19,11633,828726,8.48941081040379,7.56117674725325
CP037923,42364,EKN05_000185,29,pseudo,CP037923_42364_pos,Lib29_INPUT,734,6,807498,909.598649657771,6.81300345789012,28,CP037923_42364_pos:28,5190,1297147,6.59850902861452,7.46503317985267
CP037923,42374,EKN05_000185,32,pseudo,CP037923_42374_pos,Lib10_INPUT,3155,6,850145,3711.71539947256,8.21924942056605,10,CP037923_42374_pos:10,4228,909723,8.05674377497531,7.45862141839146
CP037923,42374,EKN05_000185,32,pseudo,CP037923_42374_pos,Lib17_INPUT,5183,6,891315,5815.55811855728,8.66829203946268,16,CP037923_42374_pos:16,25309,863874,8.55313931818971,7.69468553816598
CP037923,42374,EKN05_000185,32,pseudo,CP037923_42374_pos,Lib22_INPUT,3348,6,939112,3565.59860208516,8.17908722957628,21,CP037923_42374_pos:21,229,909664,8.11611843160937,7.59139291222457
CP037923,42374,EKN05_000185,32,pseudo,CP037923_42374_pos,Lib8_INPUT,1807,6,596093,3032.23988162941,8.0170568602651,8,CP037923_42374_pos:8,0,1006888,7.49942329059223,7.17635022499901
CP037923,42421,EKN05_000185,38,pseudo,CP037923_42421_pos,Lib29_INPUT,113,6,807498,140.557449606749,4.94561629919764,28,CP037923_42421_pos:28,0,1297147,4.72738781871234,7.46503317985267
CP037923,42421,EKN05_000185,38,pseudo,CP037923_42421_pos,Lib32_INPUT,1383,6,949447,1457.16247756591,7.28424631512261,31,CP037923_42421_pos:31,441,883348,7.23201033166476,7.51378070281304
CP037923,42433,EKN05_000185,39,pseudo,CP037923_42433_pos,Lib10_INPUT,236,6,850145,278.187511321585,5.62829538747375,10,CP037923_42433_pos:10,984,909723,5.46383180502561,7.45862141839146
CP037923,42710,EKN05_000190,2,pseudo,CP037923_42710_pos,Lib27_INPUT,2640,7,633476,4168.26498831055,8.33525515826222,26,CP037923_42710_pos:26,3630,700764,7.87853419614036,7.1349507612624
CP037923,42710,EKN05_000190,2,pseudo,CP037923_42710_pos,Lib33_INPUT,3014,7,870559,3462.71365557802,8.14980785417398,32,CP037923_42710_pos:32,12282,814153,8.01102337918644,7.62119894142806
CP037923,42715,EKN05_000190,5,pseudo,CP037923_42715_pos,Lib30_INPUT,4329,7,737595,5869.74441293066,8.67756637063581,29,CP037923_42715_pos:29,4909,1166960,8.37309184744198,7.10929972376241
CP037923,42736,EKN05_000190,8,pseudo,CP037923_42736_pos,Lib40_INPUT,3979,7,1010457,3938.31312137664,8.27850776883054,39,CP037923_42736_pos:39,2876,853203,8.28878581042693,7.70428635685581
CP037923,42759,EKN05_000190,10,pseudo,CP037923_42759_pos,Lib15_INPUT,3257,7,666761,4885.55136615464,8.49403742733069,14,CP037923_42759_pos:14,0,818872,8.08856180527623,7.18310015739374
CP037923,42780,EKN05_000190,14,pseudo,CP037923_42780_pos,Lib32_INPUT,1733,7,949447,1825.79772667908,7.50977228102071,31,CP037923_42780_pos:31,1333,883348,7.45760928971561,7.51378070281304
CP037923,42848,EKN05_000190,17,pseudo,CP037923_42848_pos,Lib41_INPUT,2210,7,1009050,2190.67222568532,7.69196372807803,40,CP037923_42848_pos:40,4651,1199919,7.7007477945118,7.50367352774096
CP037923,42890,EKN05_000190,22,pseudo,CP037923_42890_pos,Lib18_INPUT,2547,7,680756,3742.15762746472,8.22741762980167,17,CP037923_42890_pos:17,5800,863289,7.84267147497946,7.48724475201277
CP037923,42927,EKN05_000190,24,pseudo,CP037923_42927_pos,Lib10_INPUT,2376,7,850145,2795.40220150421,7.93573127559583,10,CP037923_42927_pos:10,1758,909723,7.77317368048254,7.45862141839146
CP037923,42961,EKN05_000190,26,pseudo,CP037923_42961_pos,Lib14_INPUT,1548,7,658621,2351.12097682738,7.76264750482033,13,CP037923_42961_pos:13,0,872279,7.34471905414967,7.26204862982439
CP037923,43002,EKN05_000190,33,pseudo,CP037923_43002_pos,Lib9_INPUT,482,7,836953,576.495243466188,6.35696708896595,9,CP037923_43002_pos:9,158,900441,6.1779441140506,7.39588421952353
CP037923,43018,EKN05_000190,35,pseudo,CP037923_43018_pos,Lib31_INPUT,221,7,863081,256.638419060993,5.54766816451654,30,CP037923_43018_pos:30,4236,1167327,5.39816270151775,7.45440333649965
CP037923,43020,EKN05_000190,36,pseudo,CP037923_43020_pos,Lib21_INPUT,416,7,880330,473.11749785024,6.15934376747469,20,CP037923_43020_pos:20,524,837629,6.03068526026126,7.82299069448025
CP037923,43028,EKN05_000190,37,pseudo,CP037923_43028_pos,Lib34_INPUT,178,7,853917,209.036464859624,5.34250870975872,33,CP037923_43028_pos:33,0,819411,5.18178355029209,7.36725192695044
CP037923,43054,EKN05_000190,41,pseudo,CP037923_43054_pos,Lib2_INPUT,72,7,476765,152.06621277524,5.02431603635905,2,CP037923_43054_pos:2,0,667885,4.27666611901606,6.92099838123182
CP037923,43064,EKN05_000190,42,pseudo,CP037923_43064_pos,Lib1_INPUT,257,7,456929,563.543650012037,6.33424479279041,1,CP037923_43064_pos:1,0,794733,5.54907608489522,7.66429916955941
CP037923,43164,EKN05_000190,51,pseudo,CP037923_43164_pos,Lib36_INPUT,3683,7,927896,3969.72939884491,8.28645320985812,35,CP037923_43164_pos:35,6484,1073412,8.21148291644507,7.50881674882591
CP037923,43169,EKN05_000190,52,pseudo,CP037923_43169_pos,Lib40_INPUT,3776,7,1010457,3737.41412310061,8.22614924033814,39,CP037923_43169_pos:39,1106,853203,8.23642052726539,7.70428635685581
CP037923,43208,EKN05_000190,54,pseudo,CP037923_43208_pos,Lib28_INPUT,564,7,811448,695.669105513717,6.54487412417254,27,CP037923_43208_pos:27,0,904506,6.33505425149806,7.34389673424134
CP037923,43237,EKN05_000190,56,pseudo,CP037923_43237_pos,Lib31_INPUT,3328,7,863081,3856.52811667953,8.2575226060721,30,CP037923_43237_pos:30,5730,1167327,8.1101268019411,7.45440333649965
CP037923,43262,EKN05_000190,58,pseudo,CP037923_43262_pos,Lib12_INPUT,319,7,789507,404.682409804587,6.0031025861598,11,CP037923_43262_pos:11,633,996918,5.76519110278484,7.32990476513694
CP037923,43262,EKN05_000190,58,pseudo,CP037923_43262_pos,Lib43_INPUT,1399,7,734600,1905.1158383939,7.55229809326795,42,CP037923_43262_pos:42,13088,886274,7.24351297466548,7.67685737631131
CP037923,43278,EKN05_000190,61,pseudo,CP037923_43278_pos,Lib9_INPUT,2986,7,836953,3568.29646551662,8.17984358035927,9,CP037923_43278_pos:9,2958,900441,8.00168997809914,7.39588421952353
CP037923,43288,EKN05_000190,63,pseudo,CP037923_43288_pos,Lib24_INPUT,418,7,954004,438.676946137599,6.08376325638697,23,CP037923_43288_pos:23,0,866496,6.03548143252476,7.44724183151363
CP037923,43291,EKN05_000190,64,pseudo,CP037923_43291_pos,Lib41_INPUT,2749,7,1009050,2724.83749582529,7.91016407075961,40,CP037923_43291_pos:40,3481,1199919,7.91899248816525,7.50367352774096
CP037923,43348,EKN05_000190,69,pseudo,CP037923_43348_pos,Lib15_INPUT,478,7,666761,717.647376425171,6.5759783292247,14,CP037923_43348_pos:14,0,818872,6.16961073249146,7.18310015739374
CP037923,43348,EKN05_000190,69,pseudo,CP037923_43348_pos,Lib27_INPUT,3434,7,633476,5421.66487496784,8.59815821976917,26,CP037923_43348_pos:26,1545,700764,8.14148104145742,7.1349507612624
CP037923,43413,EKN05_000190,75,pseudo,CP037923_43413_pos,Lib24_INPUT,3748,7,954004,3929.22468959806,8.27619740540056,23,CP037923_43413_pos:23,27448,866496,8.22897764335831,7.44724183151363
CP037923,43504,EKN05_000190,79,pseudo,CP037923_43504_pos,Lib33_INPUT,4213,7,870559,4839.98805366661,8.48466753145693,32,CP037923_43504_pos:32,218,814153,8.34593026197902,7.62119894142806
CP037923,43599,EKN05_000190,88,pseudo,CP037923_43599_pos,Lib16_INPUT,1045,7,615676,1698.13067566273,7.43728332248653,15,CP037923_43599_pos:15,0,766944,6.95177216439891,7.32277112612072
CP037923,80153,EKN05_000375,4,pseudo,CP037923_80153_pos,Lib8_INPUT,2674,8,596093,4486.70847215372,8.40887463220348,8,CP037923_80153_pos:8,0,1006888,7.89133075766189,7.17635022499901
CP037923,80481,EKN05_000375,10,pseudo,CP037923_80481_pos,Lib17_INPUT,4629,8,891315,5194.00526861405,8.55526040658761,16,CP037923_80481_pos:16,1966,863874,8.44009614103127,7.69468553816598
CP037923,80481,EKN05_000375,10,pseudo,CP037923_80481_pos,Lib19_INPUT,3860,8,879027,4391.78274184668,8.38749051517319,18,CP037923_80481_pos:18,1773,916251,8.25842246245888,7.67644657475536
CP037923,80481,EKN05_000375,10,pseudo,CP037923_80481_pos,Lib20_INPUT,2433,8,899912,2704.1502900836,7.90254301627053,19,CP037923_80481_pos:19,3328,828726,7.79688034278352,7.56117674725325
CP037923,80539,EKN05_000375,14,pseudo,CP037923_80539_pos,Lib9_INPUT,24,8,836953,29.2728154713401,3.37665928573759,9,CP037923_80539_pos:9,0,900441,3.17805383034795,7.39588421952353
CP037923,80543,EKN05_000375,15,pseudo,CP037923_80543_pos,Lib14_INPUT,1413,8,658621,2146.14756263836,7.67142968254072,13,CP037923_80543_pos:13,0,872279,7.25347038268453,7.26204862982439
CP037923,81263,EKN05_000380,1,pseudo,CP037923_81263_pos,Lib27_INPUT,4137,9,633476,6531.41313733569,8.78437860580055,26,CP037923_81263_pos:26,1582,700764,8.32772616646141,7.1349507612624
CP037923,81273,EKN05_000380,2,pseudo,CP037923_81273_pos,Lib38_INPUT,3526,9,893323,3947.61587061357,8.28086709860935,37,CP037923_81273_pos:37,7428,1006979,8.16791936295782,7.52908462683339
CP037923,81371,EKN05_000380,16,pseudo,CP037923_81371_pos,Lib26_INPUT,3312,9,967684,3423.11806011254,8.13830712818155,25,CP037923_81371_pos:25,232,853982,8.10530751550515,7.57632923989594
CP037923,81769,EKN05_000380,29,pseudo,CP037923_81769_pos,Lib32_INPUT,4035,9,949447,4250.36442227484,8.35476000466006,31,CP037923_81769_pos:31,3051,883348,8.30276158070405,7.51378070281304
CP037923,82210,EKN05_000380,43,pseudo,CP037923_82210_pos,Lib20_INPUT,2133,9,899912,2370.78473141293,7.77097628962507,19,CP037923_82210_pos:19,0,828726,7.66528471847135,7.56117674725325
CP037923,86127,EKN05_000405,11,pseudo,CP037923_86127_pos,Lib14_INPUT,1199,10,658621,1821.2267431091,7.50726558768682,13,CP037923_86127_pos:13,3426,872279,7.08924315502751,7.26204862982439
CP037923,86238,EKN05_000405,15,pseudo,CP037923_86238_pos,Lib16_INPUT,1617,10,615676,2627.18925670441,7.8736698299929,15,CP037923_86238_pos:15,0,766944,7.38832785957711,7.32277112612072
CP037923,86321,EKN05_000405,21,pseudo,CP037923_86321_pos,Lib2_INPUT,613,10,476765,1286.7947798291,7.15990973864938,2,CP037923_86321_pos:2,4664,667885,6.41836493593621,6.92099838123182
CP037923,86574,EKN05_000405,27,pseudo,CP037923_86574_pos,Lib24_INPUT,5750,10,954004,6027.74618581664,8.70412845299008,23,CP037923_86574_pos:23,5519,866496,8.6569551337914,7.44724183151363
CP037923,86619,EKN05_000405,31,pseudo,CP037923_86619_pos,Lib29_INPUT,3262,10,807498,4040.25268142747,8.30406251390713,28,CP037923_86619_pos:28,12156,1297147,8.09009578318096,7.46503317985267
CP037923,86772,EKN05_000405,42,pseudo,CP037923_86772_pos,Lib5_INPUT,1974,10,635104,3108.93474307398,8.04203542015496,5,CP037923_86772_pos:5,51,780000,7.58781721999343,7.1698748844074
CP037923,86829,EKN05_000405,45,pseudo,CP037923_86829_pos,Lib41_INPUT,3252,10,1009050,3223.32567927687,8.0781689251984,40,CP037923_86829_pos:40,0,1199919,8.0870254706677,7.50367352774096
CP037923,86873,EKN05_000405,46,pseudo,CP037923_86873_pos,Lib35_INPUT,3978,10,953207,4173.8004716704,8.33658228382815,34,CP037923_86873_pos:34,5279,959632,8.28853445941392,7.50962474144772
CP037923,104984,EKN05_000505,4,pseudo,CP037923_104984_pos,Lib19_INPUT,4024,11,879027,4578.35245293665,8.42909448595811,18,CP037923_104984_pos:18,2509,916251,8.30003171177958,7.67644657475536
CP037923,105039,EKN05_000505,11,pseudo,CP037923_105039_pos,Lib27_INPUT,622,11,633476,982.671825496427,6.89027521445409,26,CP037923_105039_pos:26,3749,700764,6.43294009273918,7.1349507612624
CP037923,105118,EKN05_000505,19,pseudo,CP037923_105118_pos,Lib12_INPUT,3713,11,789507,4703.56221849557,8.45607541945156,11,CP037923_105118_pos:11,0,996918,8.21959545417708,7.32990476513694
CP037923,105118,EKN05_000505,19,pseudo,CP037923_105118_pos,Lib26_INPUT,2546,11,967684,2631.53815549481,7.87532380421173,25,CP037923_105118_pos:25,950,853982,7.84227877911735,7.57632923989594
CP037923,105118,EKN05_000505,19,pseudo,CP037923_105118_pos,Lib3_INPUT,1134,11,694649,1633.19657381415,7.39829446160716,3,CP037923_105118_pos:3,0,1046999,7.0335064842877,7.16678678997965
CP037923,105118,EKN05_000505,19,pseudo,CP037923_105118_pos,Lib42_INPUT,5490,11,811960,6762.0242844176,8.81907757456833,41,CP037923_105118_pos:41,7352,947876,8.61068353450358,7.52673109052087
CP037923,105129,EKN05_000505,23,pseudo,CP037923_105129_pos,Lib12_INPUT,571,11,789507,723.868535847642,6.58460979557708,11,CP037923_105129_pos:11,0,996918,6.34738920965601,7.32990476513694
CP037923,105129,EKN05_000505,23,pseudo,CP037923_105129_pos,Lib13_INPUT,1219,11,370737,3289.38495649219,8.09845588296789,12,CP037923_105129_pos:12,3362,864046,7.10578612948127,6.72318927488589
CP037923,105129,EKN05_000505,23,pseudo,CP037923_105129_pos,Lib15_INPUT,2327,11,666761,3490.75082263236,8.15787212748291,14,CP037923_105129_pos:14,0,818872,7.75233516330229,7.18310015739374
CP037923,105133,EKN05_000505,24,pseudo,CP037923_105133_pos,Lib19_INPUT,3674,11,879027,4180.18538658609,8.33811087539325,18,CP037923_105133_pos:18,10524,916251,8.20903626577507,7.67644657475536
CP037923,105141,EKN05_000505,27,pseudo,CP037923_105141_pos,Lib15_INPUT,2421,11,666761,3631.73066251526,8.19746458017497,14,CP037923_105141_pos:14,0,818872,7.79193595693806,7.18310015739374
CP037923,105141,EKN05_000505,27,pseudo,CP037923_105141_pos,Lib30_INPUT,1065,11,737595,1444.55772536727,7.27555848128662,29,CP037923_105141_pos:29,0,1166960,6.97073007814353,7.10929972376241
